,name,image,keys,points,calories,summary
88,15 Easy Chickpea Recipes,https://www.skinnytaste.com/wp-content/uploads/2023/12/Chickpea-Recipes-260x390.jpg,[],,,"Looking for the best ways to use chickpeas? From falafel and hummus to salads and sheet pan dinners, these 15 Easy Chickpea Recipes will make dinner planning a breeze!"
89,Chicken Marbella,https://www.skinnytaste.com/wp-content/uploads/2024/04/Chicken-Marbella-5-260x390.jpg,"['DF', 'GF', 'HP']",8,323.0,"You’ll love this faster and lighter Chicken Marbella. Chicken thighs are cooked on the stove-top with prunes, Spanish olives, capers, garlic and oregano for a flavorful and easy Mediterranean-style dish!"
90,One Pot Chicken and Orzo,https://www.skinnytaste.com/wp-content/uploads/2024/04/One-Pot-Chicken-and-Orzo-9-260x390.jpg,['HP'],11,425.0,"In this One-Pot Chicken and Orzo recipe, crispy chicken thighs cook right on top of the orzo in a garlicky tomato sauce with basil. It’s simple to make, serve it straight from the oven with your favorite side salad. "
91,Arugula Salad,https://www.skinnytaste.com/wp-content/uploads/2024/04/Arugula-Salad-3-260x390.jpg,"['GF', 'LC', 'Q', 'V']",3,96.0,"Baby arugula salad is my go-to when I need a quick side salad recipe for fish, steak, chicken, or pork chops! "
92,Roasted Asparagus,https://www.skinnytaste.com/wp-content/uploads/2018/04/Roasted-Asparagus-1-4-260x390.jpg,"['DF', 'GF', 'LC', 'Q', 'V', 'W']",0,26.0,"This quick and easy recipe for oven-roasted asparagus is the perfect spring side dish. This basic recipe can be seasoned many different ways—add lemon juice, garlic, or shaved Parmesan for variations."
93,Italian Sub Salad,https://www.skinnytaste.com/wp-content/uploads/2024/03/Italian-Sub-Salad-6-260x390.jpg,"['HP', 'MP', 'Q']",8,298.0,"Skip the bread and enjoy a bowl of this healthy Italian Sub Salad with salami, cold cuts and cheese, which takes the indulgence of an Italian hero served as a low-carb salad instead."
94,Lemon-Coconut Almond Cake,https://www.skinnytaste.com/wp-content/uploads/2024/03/Coconut-Lemon-Almond-Cake-10-260x390.jpg,"['DF', 'GF', 'V']",7,198.0,This moist Lemon-Coconut Almond Flour Cake is not just a treat for those following a gluten-free or dairy-free diet but a delightful dessert everyone will love. The perfect cake for any occasion!
95,Baked Honey-Mustard Ham,https://www.skinnytaste.com/wp-content/uploads/2024/03/Honey-Mustard-Ham-10-260x390.jpg,"['DF', 'GF', 'LC']",3,106.0,"This easy, 4-ingredient Honey-Mustard Ham recipe is made with honey, Dijon mustard, and a touch of brown sugar on a baked spiral ham."
96,The Best Amazon Big Spring Sale Deals Still Available,https://www.skinnytaste.com/wp-content/uploads/2024/03/30-Incredible-Mothers-Day-Gifts-Shell-Absolutely-Love-260x390.png,[],,,"Amazon is known for its big Prime Day sale in the summer, but when it announced its Big Spring Sale, I knew it was a great chance to shop for Spring cleaning and organizing essentials at a great price. The spring Prime Day sale runs from Wednesday, March 20 to Monday, March 25, which gives you five whole days to shop. This massive, site-wide sale even has some deals on my favorite kitchen products, including air fryers, meat thermometers, cookware, and so much more."
97,Lemon Poppy Seed Cupcakes,https://www.skinnytaste.com/wp-content/uploads/2024/03/Lemon-Poppyseed-Cupcakes-22-260x390.jpg,['V'],6,152.0,"Lemon Poppy Seed Cupcakes are a delightful dessert that combines the zesty, fresh flavor of lemon with the subtle, nutty taste of poppy seeds."
98,Deviled Eggs,https://www.skinnytaste.com/wp-content/uploads/2018/11/Instant-Pot-Hard-Boiled-Eggs-Finals-6-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'V']",0,96.8,"Made with mayo, dijon mustard, and paprika, these Classic Deviled Eggs are an easy and flavorful side dish or appetizer. They’re perfect for holidays like Easter, summer gatherings, and packed lunches, and they can store well too!"
99,Risotto Primavera,https://www.skinnytaste.com/wp-content/uploads/2024/03/Risotto-Primavera-8-260x390.jpg,['V'],10,303.0,"This Risotto Primavera recipe showcases the freshness and variety of spring in a bowl loaded with asparagus, peas, zucchini, and cherry tomatoes."
100,Honey Baked Spiral Ham,https://www.skinnytaste.com/wp-content/uploads/2010/03/Honey-Baked-Spiral-Ham-8-260x390.jpg,"['DF', 'GF', 'KF', 'LC']",6,135.0,"Baked spiral ham with a simple homemade glaze made with fresh orange juice, pineapple juice, honey, Dijon mustard, and a touch of brown sugar is the perfect holiday dish!"
101,Crustless Quiche,https://www.skinnytaste.com/wp-content/uploads/2019/04/crustless-quiche-5-260x390.jpg,"['GF', 'KF', 'LC', 'Q']",5,215.0,"This low-carb Crustless Quiche is light and delicious, perfect for breakfast or brunch (or even a light dinner)! Made with leftover ham or ham steak, broccoli and cheese."
102,Spanish Tortilla with Pimenton Aioli,https://www.skinnytaste.com/wp-content/uploads/2021/04/Spanish-Tortilla_new-8-260x390.jpg,"['DF', 'GF', 'KF', 'MP', 'V']",5,247.0,"Spanish Tortilla is a layered potato, onion and egg open-faced omelet. Serve it as an appetizer, or main for breakfast/brunch or a light dinner."
103,Pea Salad,https://www.skinnytaste.com/wp-content/uploads/2024/03/Double-Pea-Salad-6-260x390.jpg,"['GF', 'HF', 'Q', 'V']",2,89.0,"This spring, double Pea Salad recipe, made with blanched peas, minced shallot, feta cheese, and a creamy dressing made of more peas, yogurt, mint, and dill is super fresh and very easy! "
104,Corned Beef Hash,https://www.skinnytaste.com/wp-content/uploads/2022/03/JX0A9494-260x390.jpg,"['DF', 'GF', 'Q']",4,300.0,I love Corned Beef Hash with eggs for breakfast or brunch. Adding chopped veggies to the mix makes it even healthier!
105,The 5 Best Blenders for Smoothies of 2024,https://www.skinnytaste.com/wp-content/uploads/2020/03/Green-Apple-Lemon-Cucumber-Ginger-Smoothie-3-260x390.jpg,[],,,"I absolutely love smoothies — they’re quick and easy to make, loaded with healthy ingredients, and my daughters can’t get enough of them! Whether I’m whipping up a Carrot Banana Protein Smoothie for an on-the-go breakfast or an afternoon snack of Green Smoothie Bowls for my family, I couldn’t do it without one of the best blenders for smoothies. "
106,Fish Cakes,https://www.skinnytaste.com/wp-content/uploads/2024/03/Air-Fryer-Fish-Cakes-8-260x390.jpg,"['AF', 'DF', 'FM', 'GF', 'HP', 'KF', 'MP']",6,277.0,"Crispy fish cakes with roasted pepper sauce can be made with any white fish, canned salmon, or even crab. Bake them or make them in the air fryer!"
107,Crispy Butter Beans,https://www.skinnytaste.com/wp-content/uploads/2024/03/Crispy-Butter-Beans-with-Green-Sauce-6-260x390.jpg,"['AF', 'DF', 'HF', 'Q', 'V']",3,187.0,"Crispy Butter Beans are a healthy, high-fiber snack or appetizer made with a fresh and bright lemon-herb green sauce for dipping. They are so good, even my kids love them!"
108,Green Shakshuka,https://www.skinnytaste.com/wp-content/uploads/2024/02/spring-shakshuka-8-260x390.jpg,"['GF', 'HF', 'Q', 'V']",2,291.0,"This spring Green Shakshuka is a veggie-packed twist on the classic egg dish perfect to enjoy with crusty bread for breakfast/brunch, lunch or dinner."
109,The 4 Best Wood Cutting Boards of 2024,https://www.skinnytaste.com/wp-content/uploads/2024/02/Sonder-Los-Angeles-End-Grain-Walnut-Wood-Cutting-Board-260x390.jpg,[],,,"Whether I’m chopping ingredients or putting together a charcuterie board, I always reach for one of the best wood cutting boards. A good-quality cutting board is essential in every kitchen, and not only are wooden cutting boards more sustainable than plastic ones, but they’re also much more durable and sturdy, making it easy to prep all sorts of ingredients as you cook. I also love that they double as attractive serving trays when you’re hosting. "
110,Whole Wheat Irish Soda Bread Muffins,https://www.skinnytaste.com/wp-content/uploads/2014/03/Irish-Soda-Bread-Muffins-260x390.jpg,"['KF', 'V']",6,147.0,"These Whole Wheat Irish Soda Bread Muffins are the perfect start to a lazy, cold March Sunday morning. Speckled with raisins, they are sweet and perfect to enjoy with a hot cup of tea."
111,Avocado Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2012/04/Avocado-Egg-Salad-4-260x390.jpg,"['DF', 'GF', 'LC', 'Q', 'V', 'W']",2,155.0,"This avocado egg salad uses half the egg yolks and adds lots of healthy fats from avocado. An easy healthy, high protein lunch!"
112,Slow Cooker Chicken and Lentil Soup,https://www.skinnytaste.com/wp-content/uploads/2024/02/Slow-Cooker-Chicken-and-Lentil-Soup-4-260x390.jpg,"['DF', 'FM', 'GF', 'HP', 'HF', 'MP', 'SC']",2,350.0,"This healthy Slow Cooker Chicken and Lentil Soup is an easy slow cooker dump recipe. There’s no need to sauté anything, and it tastes delicious!"
113,Crock Pot Corned Beef and Cabbage,https://www.skinnytaste.com/wp-content/uploads/2018/03/Crock-Pot-Corned-Beef-and-Cabbage-2-260x390.jpg,"['GF', 'HF', 'SC']",8,294.5,The crockpot is the easiest way to make Corned Beef and Cabbage! Slow cooking the beef makes it melt in your mouth.
114,Bloody Mary Deviled Eggs,https://www.skinnytaste.com/wp-content/uploads/2024/03/Bloody-Mary-Deviled-Eggs-4-260x390.jpg,"['DF', 'GF', 'HP', 'LC']",1,113.0,"Bloody Mary Deviled Eggs with bacon, cornichons, Old Bay seasoning and celery are a fun twist on classic deviled eggs. "
115,Shrimp Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2024/02/Shrimp-StirFry-15-1-260x390.jpg,"['DF', 'GF', 'HP', 'Q']",6,307.0,"This Shrimp Stir Fry recipe, with juicy shrimp, asparagus, and red bell peppers makes a quick, easy, and healthy dinner for any night of the week. Ready in less than 20 minutes!"
116,High-Protein Egg Bagel,https://www.skinnytaste.com/wp-content/uploads/2024/02/High-Protein-Egg-Bagels-13-260x390.jpg,"['AF', 'FM', 'GF', 'HP', 'KF', 'MP', 'V']",4,184.0,"This High-Protein Egg Bagel recipe gets its yellow color from egg yolks, which also make them extra fluffy. They’re so easy, too—no boiling or yeast required. Simply mix with Greek yogurt and bake or air fry!"
117,Cranberry Chicken Salad on Apple Slices ,https://www.skinnytaste.com/wp-content/uploads/2024/02/Cranberry-Chicken-Salad-with-Apple-Slices-3-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'Q']",6,439.0,"Easy Cranberry Chicken Salad on Apple Slices make a sweet, crunchy, protein-packed lunch!"
118,Butternut Squash Soup,https://www.skinnytaste.com/wp-content/uploads/2024/02/Butternut-Soup-7-260x390.jpg,"['DF', 'HF', 'V']",2,144.0,"This cozy Butternut Squash Soup is sweetened with apple and seasoned with warming spices like ginger, cinnamon, and paprika. It’s made with coconut milk, so it’s also dairy-free and vegan."
119,Air Fryer Peanut Curry Tofu with Gingery Cauliflower Rice,https://www.skinnytaste.com/wp-content/uploads/2024/02/Air-Fryer-Peanut-Curry-Tofu-with-Gingery-Cauliflower-Rice-11-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'HF', 'LC', 'MP', 'V']",7,453.0,"This delicious Air Fryer Peanut Curry Tofu with Gingery Cauliflower Rice is a quick, vegan, high protein, low-carb meal."
120,Baked Fish Sticks,https://www.skinnytaste.com/wp-content/uploads/2014/04/Healthy-Baked-Fish-Sticks-8-260x390.jpg,"['AF', 'GF', 'KF', 'Q']",4,229.0,"These healthy, Baked Fish Sticks with Lemon Caper Sauce are made from scratch and so quick and easy. Bake them in the oven or the air fryer – directions are provided for both. "
121,"The Best Presidents Day Sales on Air Fryers, Pantry Storage, and More",https://www.skinnytaste.com/wp-content/uploads/2024/02/Dash-mini-maker-260x390.jpg,[],,,"Presidents Day gives most of us an extra day off and comes with many deals on mattresses and appliances. But I took a look at some of the best Presidents Day sales and found and I found plenty of deals on some of my favorite kitchen products (including the air fryer I own), some meal prep gadgets, and pantry organization items! You’ll find great prices on things from top brands like Staub, Instant Pot, Dash, and Ninja."
122,Chicken Pot Pie Soup,https://www.skinnytaste.com/wp-content/uploads/2014/01/chicken-pot-pie-soup-15-260x390.jpg,"['GF', 'KF']",4,268.0,"This hearty chicken pot pie soup tastes just like chicken pot pie, only as a hearty soup. It’s packed with protein and veggies in every bite!"
123,Chicken Florentine,https://www.skinnytaste.com/wp-content/uploads/2024/02/chicken-florentine-1-260x390.jpg,"['GF', 'HP', 'KF', 'LC']",6,291.0,This Creamy Chicken Florentine is made with baby spinach in a light and creamy white sauce. It’s undeniably delicious!
124,Carrot Banana Protein Smoothie,https://www.skinnytaste.com/wp-content/uploads/2024/02/Carrot-Banana-Protein-Smoothie-5-1-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'KF', 'Q', 'V', 'W']",7,294.0,"If you want to switch up your smoothie game, you will love this Carrot Banana Protein Smoothie made with almond milk and flax seed."
125,White Chicken Chili,https://www.skinnytaste.com/wp-content/uploads/2024/02/White-Chicken-Chili-11-260x390.jpg,"['FM', 'HP', 'HF', 'MP']",1,372.0,"This delicious white chicken chili is made with homemade tortilla strips, perfect for chilly days when you want a warm cozy meal."
126,Chicken Gnocchi Soup,https://www.skinnytaste.com/wp-content/uploads/2024/02/Chicken-Gnocchi-Soup-18-260x390.jpg,"['FM', 'GF', 'HP']",9,341.0,"Creamy “Marry Me” Chicken Gnocchi Soup is made with chicken breast, sausage, spinach, sun-dried tomatoes, and pillowy soft gnocchi."
127,Chocolate Oat Flour Banana Bread,https://www.skinnytaste.com/wp-content/uploads/2024/01/Chocolate-Banana-Oat-Bread-6-260x390.jpg,"['GF', 'HF', 'KF', 'V']",5,190.0,"This Chocolate Oat Flour Banana Bread is moist, chocolatey and loaded with chocolate chips. If you love chocolate and banana bread, you’ll enjoy this gluten-free banana bread!"
128,Crock Pot Pasta Sauce with Sausage,https://www.skinnytaste.com/wp-content/uploads/2011/06/Crock-Pot-Pasta-Sauce-with-Sausage-7-260x390.jpg,"['DF', 'GF', 'SC']",4,115.0,"This easy, 5-ingredient Crock Pot Pasta Sauce made with chicken or turkey sausage is perfect for busy weeknights!"
129,Roasted Red Pepper Soup,https://www.skinnytaste.com/wp-content/uploads/2009/10/Roasted-Red-Pepper-Soup-11-260x390.jpg,"['FM', 'GF', 'V']",3,138.0,"Vegetarian Roasted Red Pepper Soup is a comforting, vibrant soup offering a perfect blend of sweetness, smokiness, and warmth."
130,Penne alla Vodka with Chicken,https://www.skinnytaste.com/wp-content/uploads/2024/01/Vodka-Sauce-Penne-with-Chicken-9-260x390.jpg,"['FM', 'HP', 'HF']",9,519.0,"This healthier penne alla vodka with chicken is made with no heavy cream! Pureed roasted vegetables are my secret for a creamy vodka sauce that tastes just as good as the original. High protein, with 42 grams of protein per serving."
131,Korean-Inspired Salmon Rice Bowl,https://www.skinnytaste.com/wp-content/uploads/2024/01/Air-Fryer-Gochujang-Salmon-Rice-Bowls-9-260x390.jpg,"['AF', 'DF', 'HP', 'Q']",6,431.0,I’m obsessed with this quick Korean-inspired Gochujang Salmon Rice Bowl. It’s a flavorful meal in under 30-minutes! Air fryer or oven!
132,Lentil Bolognese,https://www.skinnytaste.com/wp-content/uploads/2024/01/Lentil-Bolognese-7-260x390.jpg,"['GF', 'HP', 'HF', 'V']",6,358.0,"This hearty, savory Lentil Bolognese is a great vegetarian meal that doesn’t sacrifice comfort. It’s also high in protein and fiber!"
133,10 Easy Chicken Casserole Recipes,https://www.skinnytaste.com/wp-content/uploads/2023/11/10-chicken-casserole-recipes-260x390.png,[],,,"From a classic chicken and broccoli noodle casserole to enchiladas, lasagna, and more, these healthy chicken casserole recipes are suitable for any occasion. They make great weeknight dinners and many can even be prepared in advance!"
134,Ranch Popcorn,https://www.skinnytaste.com/wp-content/uploads/2024/01/Ranch-Popcorn-7-260x390.jpg,"['GF', 'KF', 'Q', 'V']",0,81.0,"If you want a low-calorie, healthy snack, you’ll love this air-popped Ranch Popcorn with homemade ranch popcorn seasoning!"
135,Crock Pot Pork Roast,https://www.skinnytaste.com/wp-content/uploads/2024/01/Easy-Slow-Cooker-Pork-Roast-with-Mushrooms-and-Polenta-7-260x390.jpg,"['DF', 'HP', 'SC']",8,361.0,This easy Crock Pot Pork Roast with Mushrooms and Polenta is packed with flavor and is incredibly easy to prepare. 
